id,energy
118,-83.78606226500415
119,-91.3690580460052
120,-68.79628755700378
121,-84.79359126500458
122,-68.65878266000345
123,-54.630272128002616
124,-77.08902148400011
125,-62.003681805997985
126,-84.26340336800422
127,-68.10485955700369
128,-83.72609326500424
129,-67.93819555700338
130,-54.503029025002434
131,-61.07303280600354
132,-96.77660072400522
133,-62.35679187900314
134,-83.73017326500394
135,-66.90348348399675
136,-66.16511548399649
137,-90.90246704600486
138,-74.56117323500439
139,-68.1424725570032
140,-62.216617879003024
141,-82.49641408900516
142,-68.20239355700323
143,-77.85711148399969
144,-83.75309116199969
145,-53.676759201001914
146,-83.81153226500464
147,-67.67892155700338
148,-68.21805555700394
149,-65.92897123100192
150,-74.69877423500475
151,-72.77826990900303
152,-66.1219864839968
153,-77.86033458700331
154,-78.12516269000389
155,-79.11162158700336
156,-90.90089304600497
157,-90.92120604600495
158,-97.10781472400595
159,-75.43024330800472
160,-77.87715969000328
161,-69.48076163000405
162,-76.65242451400445
163,-72.9000891619944
164,-69.98296373300309
165,-74.53194033800446
166,-79.02962258700336
167,-71.48712280600193
168,-60.89924780600359
169,-83.28789119200519
170,-53.93445002500266
171,-68.3529836600037
172,-76.85945848399933
173,-76.92483548400014
174,-90.98082304600484
175,-69.40391263000402
176,-89.98560294300478
177,-78.73072548399978
178,-84.14737226500438
179,-76.04278041100406
180,-83.71675626500473
181,-63.08606895200319
182,-83.60893216199838
183,-60.12603145000139
184,-90.07864694300497
185,-90.8127380460046
186,-68.19088855700375
187,-84.7625762650041
188,-97.12697572400612
189,-83.49040716199852
190,-46.753552274002686
191,-90.39347094300501
192,-83.94844926500446
193,-90.25577994300511
194,-90.91449404600462
195,-84.69847836800454
196,-69.35392963000322
197,-84.28394936800396
198,-90.27058104600474
199,-84.66129726500458
200,-91.28113204600504
201,-67.8936465570032
202,-89.96718194300502
203,-90.89608494300501
204,-83.41277526500471
205,-67.96116255700326
206,-60.01458570300383
207,-72.84578990900263
208,-63.864640952002446
209,-90.07401294300507
210,-61.32230487900324
211,-97.27141872400534
212,-64.2367909520026
213,-63.35286198200265
214,-90.08909994300484
215,-67.77392966000389
216,-67.51746048399582
217,-97.26421872400533
218,-80.84306301600463
219,-67.87691348399676
220,-90.27414294300524
221,-76.95857658700334
222,-90.9886900460051
223,-61.79009380599746
224,-53.03320702500241
225,-69.35435863000384
226,-90.21238494300542
227,-61.80084087900377
228,-72.00921980600106
229,-84.77987736800424
230,-74.42210523500398
231,-83.871854265004
232,-67.00578648399642
233,-84.11308436800391
234,-68.6659636600034
235,-74.91905633800434
236,-91.04454204600461
237,-90.4047499430053
238,-69.24608863000321
239,-90.68854504600495
240,-90.439042943005
241,-82.61362908900537
242,-76.07799341100417
243,-67.31010548399536
244,-61.42587980599819
245,-97.19512072400539
246,-67.01206248399649
247,-90.21042894300535
248,-97.04799572400589
249,-96.96902172400587
250,-89.89592394300507
251,-103.2742974020066
252,-74.87885033800376
253,-74.46893723500398
254,-76.34233741100434
255,-69.40335663000405
256,-85.1848433680043
257,-84.79733336800382
258,-76.03742341100406
259,-84.00777726500473
260,-69.39330763000362
261,-63.3943609520029
262,-61.936542879003355
263,-90.31950594300542
264,-97.15025372400578
265,-103.28942740200637
266,-83.11746019200473
267,-97.06246872400607
268,-90.27006994300518
269,-75.82707133800432
270,-72.64278190900313
271,-84.91182626500449
272,-90.07409594300498
273,-90.329264943005
274,-103.30392440200649
275,-77.74172969000301
276,-62.24338387900298
277,-75.54874830800418
278,-61.77569580599811
279,-83.69163016199855
280,-68.08939655700397
281,-73.13745216199459
282,-68.98246163000385
283,-71.21465480600091
284,-71.24215580600139
285,-77.30451858700326
286,-66.96666148399709
287,-82.55202308900516
288,-54.34591512799852
289,-84.03849536800408
290,-46.531085171002815
291,-90.3129459430047
292,-90.07906894300504
293,-54.98535833599817
294,-75.47105030800412
295,-76.92245351400379
296,-91.02414304600461
297,-84.19615836800403
298,-84.43301036800403
299,-81.18305901600525
300,-97.12342072400588
301,-83.72684916199978
302,-84.46608926500448
303,-69.13971963000404
304,-74.5244533380046
305,-90.82837304600525
306,-68.04476655700364
307,-90.3245879430051
308,-77.27893551400393
309,-60.516617806003524
310,-78.6783744839995
311,-90.17454794300465
312,-68.22630655700414
313,-62.28353711699674
314,-90.8759569430049
315,-84.69012536800437
316,-67.96378455700324
317,-66.54474748399662
318,-67.47535348400379
319,-91.04558104600528
320,-76.2847334110038
321,-83.82849426500434
322,-84.78261126500456
323,-90.33128894300535
324,-78.13959448400055
325,-73.09147016199495
326,-63.170338879002884
327,-84.46509426500415
328,-69.45221873300306
329,-76.20460041100432
330,-90.29129194300549
331,-90.33071294300498
332,-73.2676209090032
333,-96.91899272400588
334,-90.3240109430053
335,-78.41204269000355
336,-74.91211733800446
337,-91.07983804600462
338,-73.64045823500419
339,-83.84100726500401
340,-83.03781019200505
341,-67.63142455700381
342,-83.3903281619987
343,-55.54917902500256
344,-78.71417648399984
345,-74.38906223500453
346,-71.06744790900302
347,-97.08197072400526
348,-83.11949816199922
349,-90.89046704600514
350,-76.233098411004
351,-84.02875736800434
352,-73.77636823500416
353,-97.25731172400538
354,-84.84652326500418
355,-89.95405194300474
356,-70.84220990900303
357,-83.06021819200487
358,-90.16768294300527
359,-84.42014836800445
360,-83.8802822650041
361,-69.99431263000406
362,-89.86406394300502
363,-83.45845916199869
364,-85.55813036800373
365,-90.25785994300531
366,-77.30086469000344
367,-90.09118494300492
368,-91.03024604600523
369,-84.10010936800427
370,-89.68418494300477
371,-84.58620226500443
372,-97.0269257240061
373,-90.87544104600511
374,-60.54233487900274
375,-91.09639504600455
376,-69.4981766300034
377,-73.51052580600117
378,-86.02234636800404
379,-69.5076857330032
380,-66.78507448399614
381,-91.11978504600484
382,-97.16674272400542
383,-70.26622263000354
384,-70.15739673300322
385,-73.09910990900244
386,-97.17381472400575
387,-68.56201166000301
388,-83.5113902650046
389,-68.2357395570034
390,-97.05014072400536
391,-71.25431580600161
392,-62.64354287900278
393,-97.02897372400548
394,-83.48137116199905
395,-69.36866863000341
396,-61.88598787900355
397,-82.60292008900524
398,-72.45685916199545
399,-97.06794172400532
400,-68.109196557004
401,-61.64078287900247
402,-97.31018372400558
403,-68.52233955700376
404,-84.04625936800403
405,-90.8141150460051
406,-90.13749794300475
407,-91.25205404600456
408,-84.30443726500471
409,-76.81021748400053
410,-63.193777952003074
411,-89.92614694300482
412,-90.92216604600526
413,-90.31017494300522
414,-76.87376448400028
415,-97.25579072400524
416,-78.998973587004
417,-68.39465455700338
418,-84.67730236800435
419,-73.2540638060018
420,-84.19966126500458
421,-97.27779972400549
422,-63.14249615800236
423,-65.03793595200295
424,-84.16997736800386
425,-69.94818983600362
426,-90.8350630460045
427,-77.5822506900031
428,-63.56506095200257
429,-50.032755420002104
430,-67.47906348399556
431,-97.0927427240058
432,-75.06407533800393
433,-74.87623933800387
434,-59.08358527400196
435,-74.1875822350039
436,-97.055155724006
437,-76.04175641100392
438,-74.9303233380042
439,-73.45200780600135
440,-74.49520323500474
441,-75.07873133800422
442,-76.00729141100419
443,-79.03666258700378
444,-90.33975094300513
445,-75.90415433800445
446,-90.23343994300467
447,-97.0190717240057
448,-54.34942212799797
449,-90.65306704600516
450,-103.31222540200633
451,-81.3397620160049
452,-83.98535426500439
453,-78.15584258700346
454,-68.09163255700332
455,-76.4708334110046
456,-84.15998226500415
457,-83.48033916199893
458,-69.70642566000333
459,-97.04042372400545
460,-68.22364266000386
461,-63.00530105500275
462,-67.23844755700338
463,-71.99865380600022
464,-84.09549626500393
465,-89.99903594300486
466,-76.06413041100404
467,-66.64889448399663
468,-76.74305348400048
469,-83.05577119200461
470,-83.37183916199865
471,-90.35248304600464
472,-67.90746455700355
473,-61.10768780599756
474,-84.31259136800418
475,-90.96049104600479
476,-79.89900069000305
477,-83.71132816199861
478,-72.01646380600141
479,-76.29782341100417
480,-90.82055904600475
481,-68.38801055700333
482,-84.87964026500413
483,-90.0600859430051
484,-68.00083655700382
485,-84.88666936800382
486,-90.21013694300473
487,-90.26011794300484
488,-65.09142405500279
489,-84.80438026500451
490,-90.3179309430052
491,-68.71969066000383
492,-74.42996723500437
493,-81.22201501600466
494,-83.57616226500431
495,-67.70366155700322
496,-83.41103116199884
497,-97.16917872400609
498,-85.558249368004
499,-76.86160748399925
500,-77.85439648399915
501,-57.10125548000178
502,-60.546341703003236
503,-90.51441694300502
504,-68.40068766000331
505,-90.15570294300505
506,-82.38148708900462
507,-69.59270873300375
508,-78.47035448399947
509,-90.90807904600479
510,-51.021717523000916
511,-83.09741119200498
512,-103.35317840200605
513,-90.78051404600501
514,-64.06917795200297
515,-76.5812584840005
516,-97.1220297240061
517,-68.27008955700421
518,-76.21647441100413
519,-47.532976450002025
520,-76.20521041100437
521,-90.23559394300537
522,-77.18759258700356
523,-83.77201426500415
524,-84.09978236800453
525,-72.25530290900315
526,-71.85820880600113
527,-64.1137879520029
528,-90.00217094300478
529,-73.77274723500432
530,-62.886520879003
531,-77.0545565140037
532,-97.05551172400556
533,-71.04508890900252
534,-74.07423823500449
535,-89.85825394300537
536,-62.83380495200254
537,-55.479526201002955
538,-69.97866583600353
539,-76.93686051400437
540,-67.54994548399554
541,-90.24766194300537
542,-74.58718323500398
543,-90.85015104600461
544,-69.33110666000357
545,-77.96291648400074
546,-85.51544036800442
547,-63.06021795200286
548,-90.50767894300498
549,-55.60530320100224
550,-69.1893076300039
551,-76.67065648400057
552,-64.23725215800278
553,-72.74395990900302
554,-70.1910898060014
555,-74.56903533800414
556,-90.97974704600529
557,-70.02125383600378
558,-74.64168623500427
559,-90.34520494300523
560,-69.59417173300335
561,-90.55136904600477
562,-84.88390236800387
563,-71.52469880600074
564,-83.76186426500408
565,-97.10853472400595
566,-55.74958133599648
567,-70.41665763000401
568,-55.827086274001886
569,-90.38497594300497
570,-71.06267401200239
571,-90.26043794300494
572,-62.96323695200317
573,-66.71834148399648
574,-90.25485494300483
575,-81.22990901600497
576,-84.16668336800376
577,-83.75026026500473
578,-90.04196494300504
579,-78.14011269000366
580,-90.22849294300522
581,-97.18246672400528
582,-90.795830046005
583,-60.51443970300352
584,-74.0684732350046
585,-83.40140016199985
586,-97.06868572400526
587,-76.30759141100407
588,-90.7460210460049
589,-40.181500492999476
590,-71.80674883600295
591,-84.53917926500435
592,-71.49148401200273
593,-83.89300326500415
594,-68.28374655700372
595,-67.45001155700356
596,-84.65916036800445
597,-83.55178816199987
598,-77.2432625870033
599,-90.36058394300471
600,-75.92513733800388
601,-90.3263049430052
602,-69.58953766000377
603,-91.83540204600467
604,-60.94311187900257
605,-50.88838352300172
606,-79.02104958700329
607,-63.18421387900253
608,-71.57802001200253
609,-69.48760663000394
610,-79.03707558700353
611,-66.64064148399666
612,-90.5128079430051
613,-76.37470541100447
614,-82.28038108900455
615,-90.40058294300525
616,-68.63251966000371
617,-74.46214023500397
618,-47.42804434700156
619,-66.79305648399713
620,-90.21539094300533
621,-60.95529780600373
622,-77.7129954840002
623,-66.47626548399603
624,-75.60032033800417
625,-84.69841036800426
626,-77.35843058700357
627,-74.21230623500469
628,-83.84275226500449
629,-74.50370823500452
630,-90.0038969430052
631,-77.04689558700375
632,-68.49525148399698
633,-84.94965036800386
634,-53.1219110250031
635,-69.06585463000374
636,-90.40976194300492
637,-70.1010738360037
638,-69.52333355700375
639,-61.646293982003044
640,-84.0571553680038
641,-83.92769426500399
642,-69.55291863000366
643,-84.09218936800426
644,-103.31966640200608
645,-78.79461148399969
646,-83.77900826500445
647,-71.02499590900243
648,-75.76173541100434
649,-91.73313504600537
650,-69.36053263000395
651,-75.90965130800396
652,-78.64994548399955
653,-75.9346833380041
654,-85.06184336800379
655,-78.49532958700365
656,-96.5515896210054
657,-77.78744148400074
658,-76.63680848399963
659,-60.517146703003164
660,-76.4121274110039
661,-89.88030194300518
662,-83.86866026500411
663,-68.03375655700347
664,-63.27303705500253
665,-89.878436943005
666,-76.10518341100396
667,-84.17444236800384
668,-69.31238063000364
669,-90.02204994300519
670,-76.83880851400409
671,-66.90567848399587
672,-82.56055908900544
673,-56.817227201002424
674,-71.93941380600154
675,-83.80970716199954
676,-68.50455655700353
677,-66.6778294839969
678,-90.82843104600488
679,-72.89154980600142
680,-90.0900899430053
681,-72.59241316199586
682,-91.01574804600477
683,-70.3614218360035
684,-76.38514751400453
685,-69.58398363000379
686,-56.516152201002114
687,-83.45608016199913
688,-76.50538948400026
689,-97.25955072400575
690,-78.96576648399969
691,-96.91563772400605
692,-83.58349616199848
693,-90.11861694300478
694,-103.37825440200686
695,-76.29440941100438
696,-90.8624440460053
697,-90.37705004600502
698,-72.67557116199532
699,-70.04174883600353
700,-76.89800651400401
701,-66.85547948399653
702,-76.25763441100389
703,-89.96505494300527
704,-73.0185548060017
705,-69.3491636300032
706,-75.20454130800408
707,-57.579689274001794
708,-90.82657204600491
709,-62.77029195200248
710,-97.12600372400539
711,-68.6119746600034
712,-61.34151980600382
713,-67.55969255700347
714,-81.14238201600529
715,-90.96583804600505
716,-90.27441694300524
717,-90.70857804600473
718,-74.4278482350046
719,-83.6102551619988
720,-97.22929172400563
721,-76.07450841100399
722,-83.93604926500393
723,-84.62048926500393
724,-76.39443341100468
725,-76.96577951400377
726,-68.04403555700355
727,-97.10571772400544
728,-76.28689241100437
729,-67.64326848399651
730,-68.17981766000321
731,-69.70650566000313
732,-63.59381487900282
733,-75.81109830800415
734,-90.30362494300516
735,-97.06312272400555
736,-67.52131855700372
737,-67.60495655700379
738,-91.13851704600529
739,-90.72031904600499
740,-90.62717704600527
741,-63.461515055002565
742,-55.293684128002496
743,-83.00197419200504
744,-90.40054894300465
745,-73.21488716199565
746,-80.81034101600471
747,-68.06101455700355
748,-77.19857558700369
749,-97.11289972400573
750,-56.47675620100199
751,-53.91082002500298
752,-62.55091087900291
753,-63.69226487900323
754,-91.08413504600503
755,-81.23047701600535
756,-90.29134194300514
757,-63.16525595200255
758,-72.77678990900313
759,-75.1160833380045
760,-76.82257048400061
761,-49.669967523001105
762,-71.72657080600038
763,-62.14974887900371
764,-58.49646327400205
765,-90.34739394300505
766,-97.21931872400546
767,-78.79736158700325
768,-81.36924601600458
769,-90.24537394300478
770,-71.56328880600086
771,-63.30954915800248
772,-90.68673204600509
773,-83.54320716199982
774,-84.60832636800387
775,-83.74848326500432
776,-83.79247726500398
777,-80.9070960160052
778,-74.50069123500452
779,-83.69111526500456
780,-74.15495623500465
781,-83.1143681920048
782,-82.56249908900463
783,-72.66742916199473
784,-66.92216048400405
785,-62.812995982002576
786,-76.80717548400025
787,-76.95728451400373
788,-90.85881004600469
789,-103.3688934020065
790,-76.10243141100455
791,-77.72307958700367
792,-68.00557455700346
793,-77.7384054840004
794,-103.32179740200627
795,-90.2476569430055
796,-61.77225098200233
797,-61.80468880599801
798,-85.06380026500392
799,-75.06399533800413
800,-63.29704987900277
801,-75.88721830800478
802,-83.92630426500455
803,-63.270373952002956
804,-83.27726419200462
805,-54.52452302500296
806,-68.47410848399704
807,-76.26458941100464
808,-66.7918784839967
809,-84.13239636800427
810,-97.20986772400556
811,-83.42120216199874
812,-77.30113169000379
813,-91.59798904600484
814,-72.84617990900279
815,-63.41484287900312
816,-66.07086823100235
817,-73.25462616199547
818,-71.63055501200233
819,-70.18836783600364
820,-90.16207394300545
821,-77.08018548399923
822,-83.8524892650039
823,-71.36926280600164
824,-76.053972411004
825,-69.93177363000359
826,-90.37789594300466
827,-69.14660463000382
828,-56.23340230400299
829,-56.39220720100184
830,-83.96894626500398
831,-97.12148472400531
832,-76.91945948399916
833,-90.06240794300538
834,-82.53654308900514
835,-83.97941126500427
836,-77.08589958700395
837,-60.59342145000119
838,-83.68358826500389
839,-76.39176141100415
840,-78.26306369000304
841,-97.18368772400572
842,-78.28367148399957
843,-61.42265587900238
844,-83.9971863680039
845,-64.978455055003
846,-76.30223341100464
847,-69.12872063000395
848,-83.51733316199898
849,-72.8332148060017
850,-77.59444158700353
851,-65.92914623100205
852,-83.7488052650042
853,-67.07483355700333
854,-62.33525180599645
855,-78.96006258700345
856,-90.34126094300518
857,-68.51271655700384
858,-71.62614880600086
859,-97.10020072400584
860,-77.07755651400385
861,-96.98697372400602
862,-63.00624505500309
863,-83.4371631619997
864,-90.43232194300526
865,-74.79216033800458
866,-84.59802536800453
867,-63.05329387900292
868,-90.34909494300518
869,-71.59803480600021
870,-76.85850548400049
871,-96.51880762100609
872,-63.32592995200321
873,-96.98785272400528
874,-71.9712768060017
875,-90.16667994300497
876,-55.50312702500287
877,-74.46376633800446
878,-66.11172012800307
879,-67.12520255700383
880,-68.28620655700342
881,-75.32137633800448
882,-90.13054894300512
883,-69.58813855700373
884,-85.04570336800407
885,-40.461541669001235
886,-90.30217694300518
887,-90.72353904600459
888,-77.82842048400016
889,-68.13145755700316
890,-83.94031026500397
891,-97.02043972400588
892,-81.32973001600476
893,-43.231961669001976
894,-83.47598226500395
895,-90.29709294300483
896,-84.82857826500458
897,-90.98414704600509
898,-63.12941287900321
899,-71.00604673300313
900,-90.05690794300517
901,-90.34880594300466
902,-55.99059130400292
903,-59.308492274001765
904,-56.85710920100246
905,-90.29980394300492
906,-83.04038519200458
907,-77.67914748399926
908,-84.24329136800407
909,-83.50696416199935
910,-77.88341169000341
911,-90.3844720460047
912,-74.99708633800401
913,-96.92706972400538
914,-62.61630387900277
915,-83.50745126500442
916,-67.20596048400421
917,-76.73823348400038
918,-90.35286004600493
919,-44.400059845001124
920,-84.26953826500448
921,-63.06516395200288
922,-83.80071316199974
923,-69.12040563000392
924,-76.16440841100393
925,-62.485533879003015
926,-69.4682666300032
927,-72.63346316199568
928,-77.16536458700375
929,-90.96689304600477
930,-97.11324372400577
931,-90.96510904600473
932,-84.0289763680039
933,-66.85189448400433
934,-67.64590755700374
935,-69.55463455700374
936,-90.30256994300544
937,-79.12671458700333
938,-90.43576704600491
939,-66.80250848399555
940,-90.25268194300497
941,-89.8182369430051
942,-75.76521341100397
943,-90.21556294300535
944,-67.34494048399574
945,-75.82176341100421
946,-90.97707504600476
947,-74.63251033800407
948,-67.62171955700342
949,-90.05181994300528
950,-83.50107726500391
951,-74.95657833800396
952,-76.4121704110039
953,-83.53384816199832
954,-74.78765323500465
955,-81.25468101600472
956,-70.13499573300305
957,-74.97702833800395
958,-96.56042562100538
959,-90.77851704600471
960,-84.04718226500427
961,-54.21554926299723
962,-76.2945474110038
963,-90.3973159430052
964,-75.02731433800454
965,-74.42472923500463
966,-74.90787333800381
967,-90.90589304600508
968,-79.90705569000329
969,-83.47413016199971
970,-69.5209016600038
971,-90.37622694300535
972,-75.80447030800406
973,-71.63419990900275
974,-77.67286658700323
975,-69.2505287330032
976,-97.01278472400554
977,-90.26269894300549
978,-97.10783672400612
979,-72.8370749090027
980,-84.29710126500413
981,-67.68052055700355
982,-83.17923519200485
983,-67.00222048399701
984,-81.25356801600537
985,-76.73759648399937
986,-63.33722287900309
987,-76.74899548400026
988,-89.91310494300524
989,-96.96243672400578
990,-79.09971058700376
991,-97.04560172400579
992,-76.53927348400066
993,-83.21288319200448
994,-63.35219295200295
995,-84.25398726500407
996,-64.08290495200254
997,-74.7364553380039
998,-84.1806923680042
999,-62.28650487900359
1000,-76.55974048400094
1001,-62.270960805997674
1002,-75.88599541100393
1003,-83.34654316199885
1004,-74.87360933800392
1005,-77.35551558700354
1006,-97.05809972400584
1007,-91.23617604600531
1008,-84.67336226500447
1009,-62.27547180599686
1010,-54.50982520100206
1011,-79.00292158700358
1012,-83.51960426500409
1013,-54.83202420100224
1014,-73.4079231619944
1015,-68.12486255700333
1016,-97.1681477240054
1017,-72.14295680600117
1018,-76.74888251400444
1019,-84.84214626500398
1020,-91.80152904600527
1021,-69.74227866000365
1022,-91.00229704600497
1023,-83.55611816199962
1024,-70.03653483600374
1025,-82.3271800890052
1026,-61.88693298200269
1027,-69.3964646600034
1028,-66.9258294839965
1029,-69.23150263000389
1030,-64.11386195200248
1031,-91.7849910460045
1032,-78.63462858700314
1033,-76.76334448399939
1034,-62.74910895200264
1035,-97.2078147240054
1036,-73.29973216199505
1037,-79.02515458700327
1038,-83.9870172650044
1039,-90.52203504600493
1040,-84.45656326500466
1041,-75.31763030800448
1042,-83.95196826500433
1043,-90.74997404600526
1044,-84.4892783680043
1045,-83.89157926500411
1046,-84.74889026500387
1047,-97.25355972400575
1048,-71.2728537330031
1049,-103.2890284020068
1050,-75.07187733800401
1051,-97.10369272400567
1052,-82.60657908900521
1053,-46.88913327400223
1054,-90.52125094300482
1055,-89.89949194300516
1056,-90.09310394300519
1057,-72.07473080600175
1058,-91.01805804600463
1059,-97.28077472400582
1060,-82.3241290890046
1061,-69.54316966000351
1062,-76.6417465140039
1063,-73.40821016199516
1064,-64.31594523100193
1065,-74.53183923500455
1066,-62.33337487900371
1067,-77.69645848400069
1068,-97.07449372400606
1069,-69.65822673300318
1070,-67.91958855700341
1071,-89.38858887000606
1072,-75.59519441100383
1073,-91.10674404600468
1074,-77.2166465870032
1075,-90.26493094300531
1076,-84.89826836800421
1077,-83.45919716199933
1078,-90.36196104600458
1079,-84.26455336800427
1080,-90.2620309430049
1081,-69.93396655700326
1082,-68.44062866000331
1083,-90.41241494300539
1084,-83.1236391920047
1085,-66.99759548399561
1086,-91.6011850460045
1087,-67.67032555700371
1088,-97.06030672400539
1089,-72.83816016199489
1090,-84.4072733680041
1091,-72.72102216199528
1092,-90.89077004600495
1093,-103.34727040200687
1094,-70.48411883600329
1095,-97.19957872400573
1096,-84.15933536800458
1097,-79.81719069000337
1098,-71.27303873300389
1099,-75.74197230800473
1100,-63.20072387900291
1101,-72.74250516199572
1102,-66.65175548399566
1103,-77.05465858700336
1104,-90.82104204600455
1105,-97.24568672400528
1106,-76.23771641100393
1107,-60.907337805996576
1108,-97.18188472400561
1109,-74.2677982350042
1110,-83.77629126500415
1111,-62.05677287900289
1112,-79.02551458700327
1113,-74.72565633800423
1114,-90.907905046005
1115,-82.02605308900456
1116,-83.19844219200513
1117,-67.24706748400422
1118,-69.4659896300036
1119,-77.25835451400417
1120,-83.2406091619996
1121,-76.89700951400391
1122,-75.5871103380041
1123,-76.3464074110043
1124,-74.96596233800392
1125,-66.771676483997
1126,-84.09358136800438
1127,-69.03302766000434
1128,-70.6101456300039
1129,-79.01208358700387
1130,-90.626878046005
1131,-75.89969341100459
1132,-75.78786841100464
1133,-70.17855763000352
1134,-75.59625633800442
1135,-76.48368841100455
1136,-77.93316948400025
1137,-75.44061630800479
1138,-63.28361205500278
1139,-68.80624666000313
1140,-83.95133926500421
1141,-68.67500866000319
1142,-82.27471308900476
1143,-90.0215989430053
1144,-85.8771233680045
1145,-77.7071184840006
1146,-97.02798672400604
1147,-75.88774141100384
1148,-61.334479879003084
1149,-97.13086572400607
1150,-58.00013137700171
1151,-90.94690304600499
1152,-84.44232726500468
1153,-71.77843880600085
1154,-69.59129366000343
1155,-83.20592819200465
1156,-67.98108655700344
1157,-75.08514033800384
1158,-75.60716133800452
1159,-83.33161516199834
1160,-61.49098487900301
1161,-72.65946590900239
1162,-69.64360255700376
1163,-90.92099404600503
1164,-91.04568004600515
1165,-97.12406372400528
1166,-75.59194330800437
1167,-83.36436616199899
1168,-84.04225636800402
1169,-78.05916769000305
1170,-74.84425133800414
1171,-97.09808972400606
1172,-69.87324373300362
1173,-69.39965563000351
1174,-97.19262072400579
1175,-82.27763308900467
1176,-68.97760163000385
1177,-97.0592727240055
1178,-83.48116316199958
1179,-81.95540708900535
1180,-85.05444126500424
1181,-73.10203216199443
1182,-90.2740189430051
1183,-74.98042533800435
1184,-84.79724336800427
1185,-84.3787252650045
1186,-69.59875755700341
1187,-77.36425258700365
1188,-69.35696063000341
1189,-62.746489952002776
1190,-97.02562772400597
1191,-91.19376504600496
1192,-80.89690601600523
1193,-75.58103130800464
1194,-68.53276866000306
1195,-60.86091180600306
1196,-69.55538773300304
1197,-90.95353904600506
1198,-75.83014030800405
1199,-75.89957641100409
1200,-83.71346626500417
1201,-90.3467310460046
1202,-90.23272494300545
1203,-83.63247526500436
1204,-97.27164372400603
1205,-90.36122304600485
1206,-90.93317694300549
1207,-75.98072641100407
1208,-82.98056519200509
1209,-69.14817473300354
1210,-96.50679462100561
1211,-77.1506945140045
1212,-76.07308841100439
1213,-90.84082704600496
1214,-97.18382872400525
1215,-78.10613569000361
1216,-69.2327286300033
1217,-66.66912248399603
1218,-77.10900658700393
1219,-97.23452072400596
1220,-73.22695216199463
1221,-68.25764455700391
1222,-74.50066433800384
1223,-76.58504548400015
1224,-82.5796200890054
1225,-82.37014008900496
1226,-77.19986369000344
1227,-68.35876666000331
1228,-82.65256108900485
1229,-62.8672274429955
1230,-90.52308304600501
1231,-90.36012304600536
1232,-77.16081451400441
1233,-75.53605933800463
1234,-83.3441871619998
1235,-90.13244894300533
1236,-83.95685726500415
1237,-71.98630580600184
1238,-90.31670994300475
1239,-67.96521355700315
1240,-66.10758848399564
1241,-56.32186720100162
1242,-83.53786016199956
1243,-79.0823325870033
1244,-84.60584926500451
1245,-84.02023526500398
1246,-67.59388155700344
1247,-83.19725719200505
1248,-97.17782072400587
1249,-64.30238295200252
1250,-90.923057943005
